,Rank,Name,Net Worth,Age,Source,Category
1583,1580.,George Argyros & family,$2 B,84,"real estate, investments",Real Estate
1584,1580.,Pavel Baudis,$2 B,60,software,Technology
1585,1580.,Anne Beaufour,$2 B,57,pharmaceuticals,Healthcare
1586,1580.,Henri Beaufour,$2 B,55,pharmaceuticals,Healthcare
1587,1580.,Brett Blundy,$2 B,61,"retail, agribusiness",Fashion & Retail
1588,1580.,J. Hyatt Brown,$2 B,83,insurance,Finance & Investments
1589,1580.,Dai Wenjun,$2 B,52,food,Food & Beverage
1590,1580.,Sol Daurella,$2 B,55,Coca-Cola bottler,Food & Beverage
1591,1580.,John de Mol,$2 B,66,TV programs,Media & Entertainment
1592,1580.,Dou Zhenggang,$2 B,67,"energy, chemicals",Diversified
1593,1580.,Glenn Dubin,$2 B,63,hedge funds,Finance & Investments
1594,1580.,John Elkann,$2 B,45,"FIAT, investments",Finance & Investments
1595,1580.,Ibrahim Erdemoglu,$2 B,58,carpet,Manufacturing
1596,1580.,Andy Fang,$2 B,28,food delivery app,Technology
1597,1580.,Fang Hongbo,$2 B,54,home appliances,Manufacturing
1598,1580.,Kenneth Feld & family,$2 B,72,live entertainment,Media & Entertainment
1599,1580.,Walter Frey,$2 B,77,car dealerships,Automotive
1600,1580.,Yasuhiro Fukushima,$2 B,73,video games,Media & Entertainment
1601,1580.,Dennis Gillings,$2 B,76,drug testing,Healthcare
1602,1580.,Sam Goi,$2 B,74,frozen foods,Food & Beverage
1603,1580.,Bahaa Hariri,$2 B,54,"real estate, investments",Real Estate
1604,1580.,Ilona Herlin,$2 B,56,"elevators, escalators",Manufacturing
1605,1580.,Jeffery Hildebrand,$2 B,62,oil,Energy
1606,1580.,J. Tomilson Hill,$2 B,72,investments,Finance & Investments
1607,1580.,Orion Hindawi,$2 B,41,software,Technology
1608,1580.,Reid Hoffman,$2 B,53,LinkedIn,Technology
1609,1580.,Hou Juncheng,$2 B,56,cosmetics,Healthcare
1610,1580.,W. Herbert Hunt,$2 B,92,oil,Energy
1611,1580.,George Joseph,$2 B,99,insurance,Finance & Investments
1612,1580.,Ke Yunfeng & family,$2 B,54,retailing,Healthcare
1613,1580.,Sergei Kolesnikov,$2 B,49,building materials,Manufacturing
1614,1580.,Thomas Lee,$2 B,77,private equity,Finance & Investments
1615,1580.,Peter Leibinger,$2 B,54,machine tools,Manufacturing
1616,1580.,Regine Leibinger,$2 B,58,machine tools,Manufacturing
1617,1580.,Nicola Leibinger-Kammueller,$2 B,61,manufacturing,Manufacturing
1618,1580.,Solomon Lew,$2 B,76,retail,Fashion & Retail
1619,1580.,Li Yong,$2 B,47,education,Media & Entertainment
1620,1580.,Liu Yachao,$2 B,40,education,Service
1621,1580.,Jeffrey Lorberbaum,$2 B,66,flooring,Manufacturing
1622,1580.,Jed McCaleb,$2 B,46,cryptocurrency,Finance & Investments
1623,1580.,Craig McCaw,$2 B,71,telecom,Telecom
1624,1580.,Miao Yongjun,$2 B,53,clinical diagnostics,Healthcare
1625,1580.,Robert Miller,$2 B,75,electronics components,Technology
1626,1580.,Charles Munger,$2 B,97,Berkshire Hathaway,Finance & Investments
1627,1580.,David Nahmad,$2 B,73,art collection,Fashion & Retail
1628,1580.,Jonathan Nelson,$2 B,64,private equity,Finance & Investments
1629,1580.,Pierre Karl Péladeau,$2 B,59,media,Media & Entertainment
1630,1580.,Kevin Plank,$2 B,48,Under Armour,Fashion & Retail
1631,1580.,Alberto Prada,$2 B,67,luxury goods,Fashion & Retail
1632,1580.,Marina Prada,$2 B,75,luxury goods,Fashion & Retail
1633,1580.,Mahendra Prasad,$2 B,81,pharmaceuticals,Healthcare
1634,1580.,Jennifer Pritzker,$2 B,70,"hotels, investments",Finance & Investments
1635,1580.,Linda Pritzker,$2 B,67,"hotels, investments",Service
1636,1580.,"Joe Rogers, Jr.",$2 B,N/A,Waffle House,Food & Beverage
1637,1580.,Igor Rybakov,$2 B,48,building materials,Manufacturing
1638,1580.,Sathien Setthasit,$2 B,66,energy drinks,Food & Beverage
1639,1580.,Mikhail Shelkov,$2 B,52,titanium,Metals & Mining
1640,1580.,Shen Xiqiang & family,$2 B,73,chemical,Energy
1641,1580.,Thaksin Shinawatra,$2 B,71,investments,Finance & Investments
1642,1580.,Martua Sitorus,$2 B,61,palm oil,Manufacturing
1643,1580.,Sylvia Stroeher,$2 B,65,cosmetics,Fashion & Retail
1644,1580.,Alexander Svetakov,$2 B,53,real estate,Finance & Investments
1645,1580.,Stanley Tang,$2 B,28,food delivery app,Technology
1646,1580.,Tang Xiuguo,$2 B,57,manufacturing,Manufacturing
1647,1580.,Alain Taravella,$2 B,73,real estate development,Real Estate
1648,1580.,Wichai Thongtang,$2 B,74,investments,Real Estate
1649,1580.,Arvind Tiku,$2 B,51,"oil & gas, investments",Energy
1650,1580.,Hamdi Ulukaya,$2 B,48,greek yogurt,Food & Beverage
1651,1580.,Georg von Opel,$2 B,54,"real estate, investments",Finance & Investments
1652,1580.,Wang Chaobin,$2 B,65,real estate,Real Estate
1653,1580.,Wang Zhenghua,$2 B,76,budget airline,Service
1654,1580.,Wei Ing-Chou,$2 B,67,"food, beverages",Food & Beverage
1655,1580.,Horst Wortmann,$2 B,79,footwear,Fashion & Retail
1656,1580.,Wu Junbao,$2 B,55,education,Service
1657,1580.,Wu Kai,$2 B,53,batteries,Energy
1658,1580.,Amy Wyss,$2 B,50,medical equipment,Healthcare
1659,1580.,Xue Xiangdong & family,$2 B,62,software,Technology
1660,1580.,Yan Zhi,$2 B,48,real estate,Real Estate
1661,1580.,William Young,$2 B,80,plastics,Manufacturing
1662,1580.,Zhang Xuansong,$2 B,49,supermarkets,Fashion & Retail
1663,1664.,Noubar Afeyan,$1.9 B,58,biotech,Healthcare
1664,1664.,Aziz Akhannouch & family,$1.9 B,60,"petroleum, diversified",Diversified
1665,1664.,Joao Alves de Queiroz Filho,$1.9 B,68,pharmaceuticals,Diversified
1666,1664.,Andrey Andreev,$1.9 B,47,online dating,Technology
1667,1664.,Felix Baker,$1.9 B,52,biotech investing,Finance & Investments
1668,1664.,Julian Baker,$1.9 B,54,investing,Finance & Investments
1669,1664.,Lee Bass,$1.9 B,64,"oil, investments",Energy
1670,1664.,Andrey Blokh,$1.9 B,57,cannabis,Manufacturing
1671,1664.,Josef Boquoi & family,$1.9 B,87,frozen foods,Food & Beverage
1672,1664.,Nicola Bulgari,$1.9 B,80,luxury goods,Fashion & Retail
1673,1664.,Chen Shiliang,$1.9 B,57,polyester,Manufacturing
1674,1664.,Chen Tei-fu,$1.9 B,72,herbal products,Fashion & Retail
1675,1664.,Chung Yong-jin,$1.9 B,52,retail,Fashion & Retail
1676,1664.,Thierry Cruanes,$1.9 B,53,software,Technology
1677,1664.,Benoit Dageville,$1.9 B,54,software,Technology
1678,1664.,Beda Diethelm,$1.9 B,80,hearing aids,Healthcare
1679,1664.,James Dinan,$1.9 B,61,hedge funds,Finance & Investments
1680,1664.,Mark Dixon,$1.9 B,61,office real estate,Real Estate
1681,1664.,Bulent Eczacibasi,$1.9 B,71,"pharmaceuticals, diversified",Diversified
1682,1664.,Fred Ehrsam,$1.9 B,32,cryptocurrency exchange,Finance & Investments
1683,1664.,Francois Feuillet,$1.9 B,72,"motorhomes, RVs",Automotive
1684,1664.,Robert Fisher,$1.9 B,67,Gap,Fashion & Retail
1685,1664.,"William Foley, II.",$1.9 B,76,"financial services
★",Finance & Investments
1686,1664.,Gao Yi & family,$1.9 B,52,pharmaceuticals,Healthcare
1687,1664.,Gao Yu,$1.9 B,51,information technology,Technology
1688,1664.,Sanjiv Goenka,$1.9 B,60,diversified,Diversified
1689,1664.,Surjit Kumar Gupta,$1.9 B,79,electrical equipment,Manufacturing
1690,1664.,Yusuf Hamied,$1.9 B,84,pharmaceuticals,Healthcare
1691,1664.,Shmuel Harlap,$1.9 B,76,automotive,Automotive
1692,1664.,Bill Haslam,$1.9 B,62,gas stations,Fashion & Retail
1693,1664.,Roberto Hernandez Ramirez,$1.9 B,79,banking,Finance & Investments
1694,1664.,Huang Jiangji,$1.9 B,N/A,smartphones,Technology
1695,1664.,Stanley Hubbard,$1.9 B,87,DirecTV,Media & Entertainment
1696,1664.,Arthur Irving,$1.9 B,91,oil,Energy
1697,1664.,Hamilton James,$1.9 B,69,investments,Finance & Investments
1698,1664.,Jiang Zhaobai,$1.9 B,57,real estate,Real Estate
1699,1664.,Ke Jinlong & family,$1.9 B,51,retailing,Healthcare
1700,1664.,Ke Kangbao & family,$1.9 B,58,retailing,Healthcare
1701,1664.,Michael Kim,$1.9 B,57,private equity,Finance & Investments
1702,1664.,Ipek Kirac,$1.9 B,36,diversified,Diversified
1703,1664.,Kurt Krieger,$1.9 B,73,furniture retailing,Fashion & Retail
1704,1664.,Christopher Kwok,$1.9 B,35,real estate,Real Estate
1705,1664.,Edward Kwok,$1.9 B,40,real estate,Real Estate
1706,1664.,Alexis Lê-Quôc,$1.9 B,46,cloud computing,Technology
1707,1664.,Li Guangyu,$1.9 B,57,education,Service
1708,1664.,Li Hongjing,$1.9 B,53,auto parts,Automotive
1709,1664.,Li Jiaquan,$1.9 B,57,chemicals,Manufacturing
1710,1664.,Li Min,$1.9 B,55,semiconductor,Technology
1711,1664.,Lin Dingqiang & family,$1.9 B,54,real estate,Real Estate
1712,1664.,Louise Lindh,$1.9 B,41,investments,Diversified
1713,1664.,Yusaku Maezawa,$1.9 B,45,online retail,Technology
1714,1664.,Anand Mahindra,$1.9 B,65,diversified,Diversified
1715,1664.,Willy Michel,$1.9 B,74,medical devices,Healthcare
1716,1664.,Lachhman Das Mittal,$1.9 B,90,tractors,Automotive
1717,1664.,Ermirio Pereira de Moraes,$1.9 B,88,diversified,Diversified
1718,1664.,Maria Helena Moraes Scripilliti,$1.9 B,90,diversified,Diversified
1719,1664.,Stefan Olsson,$1.9 B,72,diversified,Diversified
1720,1664.,Peng Yongdong,$1.9 B,41,real estate,Real Estate
1721,1664.,Olivier Pomel,$1.9 B,44,cloud computing,Technology
1722,1664.,Larry Robbins,$1.9 B,51,hedge funds,Finance & Investments
1723,1664.,Brian Roberts,$1.9 B,61,Comcast,Media & Entertainment
1724,1664.,Christopher Rokos,$1.9 B,50,hedge fund,Finance & Investments
1725,1664.,S.D. Shibulal,$1.9 B,66,software services,Technology
1726,1664.,Evgeny (Eugene) Shvidler,$1.9 B,57,"oil & gas, investments",Energy
1727,1664.,Frank Slootman,$1.9 B,62,software,Technology
1728,1664.,Sergio Stevanato,$1.9 B,78,medical packaging,Healthcare
1729,1664.,Kevin Systrom,$1.9 B,37,Instagram,Technology
1730,1664.,Tan Lili,$1.9 B,N/A,feed,Food & Beverage
1731,1664.,David Teoh & family,$1.9 B,65,telecom,Telecom
1732,1664.,Patrizio Vinciarelli,$1.9 B,74,electronic components,Technology
1733,1664.,Todd Wagner,$1.9 B,60,online media,Media & Entertainment
1734,1664.,Wan Long,$1.9 B,80,food,Food & Beverage
1735,1664.,Wang Jian,$1.9 B,67,healthcare services,Technology
1736,1664.,Wang Jilei,$1.9 B,56,logistics,Logistics
1737,1664.,Wang Junshi & family,$1.9 B,72,solar energy,Manufacturing
1738,1664.,Wei Yin-Chun,$1.9 B,64,"food, beverages",Food & Beverage
1739,1664.,Wei Yin-Heng,$1.9 B,62,"food, beverages",Food & Beverage
1740,1664.,Stephen Winn,$1.9 B,74,real estate services,Real Estate
1741,1664.,Gordon Wu,$1.9 B,85,real estate,Real Estate
1742,1664.,Yang Xuegang,$1.9 B,56,coking,Manufacturing
1743,1664.,Yu Huijiao,$1.9 B,55,package delivery,Logistics
1744,1664.,Zeng Kaitian,$1.9 B,46,online games,Technology
1745,1664.,Changpeng Zhao,$1.9 B,45,cryptocurrency exchange,Finance & Investments
1746,1664.,Zhu Xingliang,$1.9 B,61,construction,Construction & Engineering
1747,1664.,Zhu Yiwen & family,$1.9 B,N/A,healthcare,Healthcare
1748,1664.,Anita Zucker,$1.9 B,69,chemicals,Manufacturing
1749,1750.,Mohamed Al Fayed,$1.8 B,92,"retail, investments",Fashion & Retail
1750,1750.,Leslie Alexander,$1.8 B,77,sports team,Sports
1751,1750.,Joachim Ante,$1.8 B,38,game software,Technology
1752,1750.,Roman Avdeev,$1.8 B,53,"banking, development",Finance & Investments
1753,1750.,Arun Bharat Ram,$1.8 B,80,chemicals,Manufacturing
1754,1750.,O. Francis Biondi,$1.8 B,56,hedge funds,Finance & Investments
1755,1750.,John Bloor,$1.8 B,77,"real estate, manufacturing",Diversified
1756,1750.,Vladimir Bogdanov,$1.8 B,69,oil,Energy
1757,1750.,David Booth,$1.8 B,75,mutual funds,Finance & Investments
1758,1750.,Cai Mingtong,$1.8 B,69,electronic components,Technology
1759,1750.,Yvon Chouinard,$1.8 B,82,Patagonia,Fashion & Retail
1760,1750.,Jack Cockwell,$1.8 B,80,"real estate, private equity",Finance & Investments
1761,1750.,Kommer Damen,$1.8 B,77,shipbuilding,Manufacturing
1762,1750.,D. Leopoldo Del Pino,$1.8 B,58,construction,Construction & Engineering
1763,1750.,Jamie Dimon,$1.8 B,65,banking,Finance & Investments
1764,1750.,Robert Duggan,$1.8 B,76,pharmaceuticals,Healthcare
1765,1750.,Faruk Eczacibasi,$1.8 B,66,"pharmaceuticals, diversified",Diversified
1766,1750.,N. Murray Edwards,$1.8 B,61,oil & gas,Energy
1767,1750.,Anthony Eisen,$1.8 B,49,fintech,Finance & Investments
1768,1750.,Ali Erdemoglu,$1.8 B,61,carpet,Manufacturing
1769,1750.,James France,$1.8 B,76,"Nascar, racing",Sports
1770,1750.,Mario Gabelli,$1.8 B,79,money management,Finance & Investments
1771,1750.,Reinold Geiger,$1.8 B,73,beauty products,Fashion & Retail
1772,1750.,Rolf Gerling,$1.8 B,66,insurance,Finance & Investments
1773,1750.,Ali Ghodsi,$1.8 B,42,data analytics,Technology
1774,1750.,Carl Hansen,$1.8 B,47,biotech,Healthcare
1775,1750.,He Xinming family,$1.8 B,65,ceramic,Manufacturing
1776,1750.,William Heinecke,$1.8 B,71,hotels,Real Estate
1777,1750.,Brian Higgins,$1.8 B,56,hedge funds,Finance & Investments
1778,1750.,David Hindawi,$1.8 B,76,software,Technology
1779,1750.,Drew Houston,$1.8 B,38,cloud storage service,Technology
1780,1750.,Thomas James,$1.8 B,78,finance,Finance & Investments
1781,1750.,Stephen Jarislowsky,$1.8 B,95,money management,Finance & Investments
1782,1750.,Jin Huiming,$1.8 B,68,real estate,Real Estate
1783,1750.,Willis Johnson,$1.8 B,73,damaged cars,Automotive
1784,1750.,Dmitry Kamenshchik,$1.8 B,52,airport,Service
1785,1750.,Ihor Kolomoyskyy,$1.8 B,58,"banking, investments",Diversified
1786,1750.,Marc Lasry,$1.8 B,60,hedge funds,Finance & Investments
1787,1750.,Lee Boo-jin,$1.8 B,50,Samsung,Service
1788,1750.,Lei Jufang,$1.8 B,68,pharmaceuticals,Healthcare
1789,1750.,Wolfgang Leitner,$1.8 B,68,engineering,Construction & Engineering
1790,1750.,Li Rucheng,$1.8 B,69,apparel,Fashion & Retail
1791,1750.,Vincent Lo,$1.8 B,72,real estate,Real Estate
1792,1750.,Juan Lopez-Belmonte Lopez,$1.8 B,N/A,pharmacueticals,Healthcare
1793,1750.,Lv Dalong,$1.8 B,59,telecom services,Telecom
1794,1750.,Joao Roberto Marinho,$1.8 B,67,media,Media & Entertainment
1795,1750.,Jose Roberto Marinho,$1.8 B,65,media,Media & Entertainment
1796,1750.,Roberto Irineu Marinho,$1.8 B,73,media,Media & Entertainment
1797,1750.,Miao Shouliang,$1.8 B,66,real estate,Real Estate
1798,1750.,Romano Minozzi,$1.8 B,86,"utilities, diversified",Diversified
1799,1750.,Nick Molnar,$1.8 B,30,fintech,Finance & Investments
1800,1750.,Oei Hong Leong,$1.8 B,73,investments,Finance & Investments
1801,1750.,Kazuo Okada,$1.8 B,78,casinos,Gambling & Casinos
1802,1750.,John Oyler,$1.8 B,53,biotech,Healthcare
1803,1750.,Husnu Ozyegin,$1.8 B,76,"finance, diversified",Finance & Investments
1804,1750.,Tor Peterson,$1.8 B,56,commodities,Metals & Mining
1805,1750.,Jorge Pinheiro Koren de Lima,$1.8 B,48,"hospitals, health insurance",Healthcare
1806,1750.,Candido Pinheiro Koren de Lima Junior,$1.8 B,50,"hospitals, health insurance",Healthcare
1807,1750.,Pu Zhongjie & family,$1.8 B,58,medical equipment,Healthcare
1808,1750.,Qin Long,$1.8 B,55,tire,Manufacturing
1809,1750.,Alvaro Saieh Bendeck,$1.8 B,71,banking,Finance & Investments
1810,1750.,Glenn Sanford,$1.8 B,54,real estate brokerage,Real Estate
1811,1750.,Leonard Schleifer,$1.8 B,68,pharmaceuticals,Healthcare
1812,1750.,Shang Xiaobo & family,$1.8 B,47,Manufacturing,Manufacturing
1813,1750.,Shi Wen-long,$1.8 B,93,plastics,Manufacturing
1814,1750.,Shi Yifeng,$1.8 B,47,medical cosmetics,Healthcare
1815,1750.,Sergei Studennikov,$1.8 B,54,"liquor stores, supermarkets",Fashion & Retail
1816,1750.,Sun Guangxin,$1.8 B,58,diversified,Diversified
1817,1750.,Henry Swieca,$1.8 B,63,hedge funds,Finance & Investments
1818,1750.,Tan Yu Yeh,$1.8 B,50,retail,Fashion & Retail
1819,1750.,Torbjorn Tornqvist,$1.8 B,67,oil trading,Energy
1820,1750.,Martin Viessmann,$1.8 B,67,heating and cooling equipment,Manufacturing
1821,1750.,Wang Lizhan,$1.8 B,N/A,sauce,Food & Beverage
1822,1750.,Wei Lidong & family,$1.8 B,45,software,Technology
1823,1750.,Kanye West,$1.8 B,43,"music, sneakers",Fashion & Retail
1824,1750.,Wu Bo,$1.8 B,66,machinery,Manufacturing
1825,1750.,Wu Kaiting,$1.8 B,51,electronics,Telecom
1826,1750.,Wu Xushun & family,$1.8 B,72,internet,Diversified
1827,1750.,Xu Guozhong & family,$1.8 B,57,Motors,Manufacturing
1828,1750.,Yang Tingdong,$1.8 B,60,brewery,Food & Beverage
1829,1750.,Zhang Xuexin & family,$1.8 B,73,aluminum,Metals & Mining
1830,1750.,Zhang Yubai,$1.8 B,56,wine,Food & Beverage
1831,1750.,Zhao Weiguo,$1.8 B,54,IT products,Technology
1832,1833.,Chirayu Amin,$1.7 B,74,pharmaceuticals,Healthcare
1833,1833.,Marc Andreessen,$1.7 B,49,venture capital investing,Finance & Investments
1834,1833.,Vasily Anisimov,$1.7 B,69,real estate,Metals & Mining
1835,1833.,Sabrina Benetton,$1.7 B,47,"fashion retail, investments",Fashion & Retail
1836,1833.,Nicolas Berggruen,$1.7 B,59,investments,Finance & Investments
1837,1833.,Alex Birkenstock,$1.7 B,52,shoes,Fashion & Retail
1838,1833.,Christian Birkenstock,$1.7 B,48,shoes,Fashion & Retail
1839,1833.,Henadiy Boholyubov,$1.7 B,59,"banking, investments",Diversified
1840,1833.,Peter Buck,$1.7 B,90,Subway sandwich shops,Food & Beverage
1841,1833.,Saket Burman,$1.7 B,44,consumer goods,Food & Beverage
1842,1833.,Stewart Butterfield,$1.7 B,48,messaging software,Technology
1843,1833.,Giuliana Caprotti,$1.7 B,80,supermarkets,Food & Beverage
1844,1833.,Marina Caprotti,$1.7 B,43,supermarkets,Food & Beverage
1845,1833.,R.G. Chandramogan,$1.7 B,72,dairy,Food & Beverage
1846,1833.,Richard Chang,$1.7 B,74,"real estate, electronics",Real Estate
1847,1833.,Chao Teng-hsiung,$1.7 B,76,real estate,Real Estate
1848,1833.,Chen Guoxiang & family,$1.7 B,70,real estate,Real Estate
1849,1833.,Tony Chen,$1.7 B,71,electronics,Technology
1850,1833.,Chen Wenyuan & family,$1.7 B,53,testing equipment,Technology
1851,1833.,Chen Xueling,$1.7 B,53,stationery,Manufacturing
1852,1833.,Cheng Xianfeng,$1.7 B,52,pharmaceuticals,Healthcare
1853,1833.,Daniel Chiu,$1.7 B,60,oil & gas,Energy
1854,1833.,Ivan Chrenko,$1.7 B,53,real estate,Real Estate
1855,1833.,Brunello Cucinelli & family,$1.7 B,67,fashion,Fashion & Retail
1856,1833.,Alexandra Daitch,$1.7 B,58,Cargill,Food & Beverage
1857,1833.,Henry Engelhardt,$1.7 B,63,insurance,Finance & Investments
1858,1833.,Philip Fayer,$1.7 B,N/A,online payments,Finance & Investments
1859,1833.,David Feffer,$1.7 B,64,pulp and paper,Manufacturing
1860,1833.,Paul Foster,$1.7 B,63,oil refining,Energy
1861,1833.,Bernd Freier,$1.7 B,64,fashion retail,Fashion & Retail
1862,1833.,Robert Friedland,$1.7 B,70,mining,Metals & Mining
1863,1833.,Giammaria Giuliani,$1.7 B,43,pharmaceuticals,Healthcare
1864,1833.,G. Gnanalingam,$1.7 B,76,ports,Logistics
1865,1833.,Christopher Goldsbury,$1.7 B,78,salsa,Food & Beverage
1866,1833.,Said Gutseriev,$1.7 B,32,"oil, retail",Energy
1867,1833.,Chang-Woo Han & family,$1.7 B,90,pachinko parlors,Gambling & Casinos
1868,1833.,John Hancock,$1.7 B,45,mining,Metals & Mining
1869,1833.,Patrick Hanrahan,$1.7 B,65,software,Technology
1870,1833.,Christoph Henkel,$1.7 B,63,consumer goods,Fashion & Retail
1871,1833.,Anurang Jain,$1.7 B,59,auto parts,Manufacturing
1872,1833.,Devendra Jain,$1.7 B,92,chemicals,Manufacturing
1873,1833.,Jia Tianjiang & family,$1.7 B,58,non-ferrous metals,Metals & Mining
1874,1833.,Eric Jing,$1.7 B,48,e-commerce,Technology
1875,1833.,Chatchai Kaewbootta,$1.7 B,69,auto loans,Finance & Investments
1876,1833.,Sergei Katsiev,$1.7 B,63,"retail, wholesale",Fashion & Retail
1877,1833.,Kim Sang-yeol,$1.7 B,60,construction,Construction & Engineering
1878,1833.,Kagemasa Kozuki,$1.7 B,80,video games,Technology
1879,1833.,Edward Lampert,$1.7 B,58,Sears,Finance & Investments
1880,1833.,Lee Joon-ho,$1.7 B,56,online games,Technology
1881,1833.,Lee Seo-hyun,$1.7 B,47,Samsung,Diversified
1882,1833.,Jimmy John Liautaud,$1.7 B,57,sandwich chain,Food & Beverage
1883,1833.,David Lichtenstein,$1.7 B,59,real estate,Real Estate
1884,1833.,Bill Liu,$1.7 B,38,electronics,Technology
1885,1833.,Lu Di,$1.7 B,N/A,drones,Technology
1886,1833.,Ma Xiuhui,$1.7 B,50,LED lighting,Manufacturing
1887,1833.,Sarah MacMillan,$1.7 B,67,Cargill,Food & Beverage
1888,1833.,Yves-Loic Martin,$1.7 B,55,laboratory services,Healthcare
1889,1833.,Todd McKinnon,$1.7 B,49,software,Technology
1890,1833.,Shalom Meckenzie,$1.7 B,44,"sports betting
★",Gambling & Casinos
1891,1833.,Gary Michelson,$1.7 B,72,medical patents,Healthcare
1892,1833.,Narendrakumar Parekh,$1.7 B,82,adhesives,Manufacturing
1893,1833.,Jorge Perez,$1.7 B,71,real estate,Real Estate
1894,1833.,Markus Persson,$1.7 B,41,computer games,Media & Entertainment
1895,1833.,Nicholas Pritzker,$1.7 B,77,"hotels, investments",Finance & Investments
1896,1833.,Theodore Rachmat,$1.7 B,77,diversified,Diversified
1897,1833.,Megdet Rahimkulov & family,$1.7 B,75,investments,Finance & Investments
1898,1833.,Jerry Reinsdorf,$1.7 B,85,sports teams,Sports
1899,1833.,Mochtar Riady & family,$1.7 B,91,diversified,Diversified
1900,1833.,Bianca Rinehart,$1.7 B,44,mining,Metals & Mining
1901,1833.,Ginia Rinehart,$1.7 B,34,mining,Metals & Mining
1902,1833.,Fernando Roig,$1.7 B,73,supermarkets,Fashion & Retail
1903,1833.,Sheryl Sandberg,$1.7 B,51,Facebook,Technology
1904,1833.,Andres Santo Domingo,$1.7 B,42,beer,Food & Beverage
1905,1833.,Ivan Savvidis,$1.7 B,62,agribusiness,Diversified
1906,1833.,Shao Genhuo,$1.7 B,55,agribusiness,Food & Beverage
1907,1833.,Shao Qinxiang,$1.7 B,66,diversified,Manufacturing
1908,1833.,Rajju Shroff,$1.7 B,87,agrochemicals,Manufacturing
1909,1833.,Lucy Stitzer,$1.7 B,61,Cargill,Food & Beverage
1910,1833.,Djoko Susanto,$1.7 B,71,supermarkets,Fashion & Retail
1911,1833.,Peter Szulczewski,$1.7 B,39,e-commerce,Technology
1912,1833.,Vonnarat Tangkaravakoon,$1.7 B,49,"wire & cables, paints",Manufacturing
1913,1833.,Ion Tiriac,$1.7 B,81,"banking, insurance",Finance & Investments
1914,1833.,Robert Toennies,$1.7 B,42,meat processing,Food & Beverage
1915,1833.,Tung Ching Sai,$1.7 B,56,manufacturing,Manufacturing
1916,1833.,Pavel Tykac,$1.7 B,56,coal mines,Metals & Mining
1917,1833.,Rufino Vigil Gonzalez,$1.7 B,72,steel,Metals & Mining
1918,1833.,Wang Junmin,$1.7 B,52,pharmaceuticals,Healthcare
1919,1833.,Wang Yanqing & family,$1.7 B,74,carbon fiber products,Manufacturing
1920,1833.,Charlotte Colket Weber,$1.7 B,78,Campbell Soup,Food & Beverage
1921,1833.,Hope Welker,$1.7 B,35,mining,Metals & Mining
1922,1833.,Wu Ying,$1.7 B,56,materials,Manufacturing
1923,1833.,Wu Yulan,$1.7 B,51,pharmaceuticals,Healthcare
1924,1833.,Xie Weitong,$1.7 B,64,cobalt,Metals & Mining
1925,1833.,Xu Xudong & family,$1.7 B,51,auto parts,Automotive
1926,1833.,Yang Yunyun,$1.7 B,44,retail,Fashion & Retail
1927,1833.,Ye Yanqiao,$1.7 B,51,soy sauce,Food & Beverage
1928,1833.,Zeng Chaoyi,$1.7 B,52,aluminum products,Manufacturing
1929,1833.,Zhang Guiping & family,$1.7 B,69,real estate,Real Estate
1930,1931.,Faisal Bin Qassim Al Thani,$1.6 B,73,"hotels, diversified",Diversified
1931,1931.,Patricia Angelini Rossi,$1.6 B,67,"forestry, mining",Diversified
1932,1931.,Lesley Bamberger,$1.6 B,55,real estate,Real Estate
1933,1931.,William Boyd,$1.6 B,89,"casinos, banking",Gambling & Casinos
1934,1931.,Bernhard Braun-Luedicke,$1.6 B,44,medical technology,Healthcare
1935,1931.,Eva Maria Braun-Luedicke,$1.6 B,34,medical technology,Healthcare
1936,1931.,Friederike Braun-Luedicke,$1.6 B,37,medical technology,Healthcare
1937,1931.,Amit Burman,$1.6 B,51,consumer goods,Food & Beverage
1938,1931.,Jean-Pierre Cayard,$1.6 B,78,spirits,Food & Beverage
1939,1931.,Chen Kaichen,$1.6 B,N/A,household chemicals,Manufacturing
1940,1931.,Chen Qiongxiang,$1.6 B,N/A,batteries,Energy
1941,1931.,Chen Xuehua,$1.6 B,60,nonferrous,Metals & Mining
1942,1931.,Chen Yung-tai,$1.6 B,85,real estate,Real Estate
1943,1931.,Chen Zemin & family,$1.6 B,78,food,Food & Beverage
1944,1931.,Ryan Cohen,$1.6 B,35,investments,Finance & Investments
1945,1931.,Norbert Dentressangle,$1.6 B,66,"transport, logistics",Logistics
1946,1931.,Mohammed Dewji,$1.6 B,45,diversified,Diversified
1947,1931.,Ding Lieming & family,$1.6 B,57,pharmaceuticals,Healthcare
1948,1931.,Domenico Dolce,$1.6 B,62,luxury goods,Fashion & Retail
1949,1931.,Lisa Draexlmaier,$1.6 B,30,auto parts,Automotive
1950,1931.,Alfredo Egydio Arruda Villela Filho,$1.6 B,51,banking,Finance & Investments
1951,1931.,Daniel Feffer,$1.6 B,61,pulp and paper,Manufacturing
1952,1931.,Jorge Feffer,$1.6 B,56,pulp and paper,Manufacturing
1953,1931.,Ruben Feffer,$1.6 B,51,pulp and paper,Manufacturing
1954,1931.,Henrik Fisker,$1.6 B,57,"electric cars
★",Automotive
1955,1931.,Miguel Fluxa Rossello,$1.6 B,82,hotels,Service
1956,1931.,Donald Foss,$1.6 B,76,auto loans,Automotive
